"ID","QES","ALT","BLOCK","TIPOLOGIA","POSIZIONE","INQUILINI","SERVIZI","PREZZO","SESSO","ANNO","FUORISEDE_PENDOLARE","LAUREA","RES"
2,15,2,1,"doppia","> 1.5km","5-6","soggiorno","250","F",2001,"< 300km","triennale",0
2,15,3,1,"singola","500m - 1.5km","5-6","balconcino","250","F",2001,"< 300km","triennale",1
2,16,1,1,"singola","> 1.5km","5-6","soggiorno","250","F",2001,"< 300km","triennale",1
2,16,2,1,"singola","> 1.5km","2","balconcino","450","F",2001,"< 300km","triennale",0
2,16,3,1,"doppia","> 1.5km","3-4","balconcino","250","F",2001,"< 300km","triennale",0
2,17,1,1,"doppia","> 1.5km","2","balconcino","450","F",2001,"< 300km","triennale",0
2,17,2,1,"singola","< 500m","3-4","lav. mic.","250","F",2001,"< 300km","triennale",1
2,17,3,1,"doppia","500m - 1.5km","2","soggiorno","450","F",2001,"< 300km","triennale",0
2,18,1,1,"singola","< 500m","2","soggiorno","250","F",2001,"< 300km","triennale",0
2,18,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","F",2001,"< 300km","triennale",1
2,18,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","F",2001,"< 300km","triennale",0
3,19,1,1,"singola","> 1.5km","2","lav. mic.","350","F",1998,"< 300km","triennale",1
3,19,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","F",1998,"< 300km","triennale",0
3,19,3,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1998,"< 300km","triennale",0
3,20,1,1,"singola","< 500m","2","balconcino","350","F",1998,"< 300km","triennale",1
3,20,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","F",1998,"< 300km","triennale",0
3,20,3,1,"singola","> 1.5km","5-6","soggiorno","250","F",1998,"< 300km","triennale",0
3,21,1,1,"doppia","< 500m","5-6","lav. mic.","350","F",1998,"< 300km","triennale",0
3,21,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","F",1998,"< 300km","triennale",1
3,21,3,1,"doppia","< 500m","5-6","balconcino","450","F",1998,"< 300km","triennale",0
3,22,1,1,"singola","500m - 1.5km","3-4","balconcino","350","F",1998,"< 300km","triennale",0
3,22,2,1,"singola","500m - 1.5km","2","lav. mic.","250","F",1998,"< 300km","triennale",1
3,22,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","F",1998,"< 300km","triennale",0
3,23,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","F",1998,"< 300km","triennale",0
3,23,2,1,"singola","> 1.5km","3-4","soggiorno","350","F",1998,"< 300km","triennale",0
3,23,3,1,"singola","< 500m","2","soggiorno","250","F",1998,"< 300km","triennale",1
3,24,1,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1998,"< 300km","triennale",1
3,24,2,1,"doppia","> 1.5km","5-6","soggiorno","250","F",1998,"< 300km","triennale",0
3,24,3,1,"singola","500m - 1.5km","5-6","balconcino","250","F",1998,"< 300km","triennale",0
3,25,1,1,"singola","> 1.5km","5-6","soggiorno","250","F",1998,"< 300km","triennale",1
3,25,2,1,"singola","> 1.5km","2","balconcino","450","F",1998,"< 300km","triennale",0
3,25,3,1,"doppia","> 1.5km","3-4","balconcino","250","F",1998,"< 300km","triennale",0
3,26,1,1,"doppia","> 1.5km","2","balconcino","450","F",1998,"< 300km","triennale",0
3,26,2,1,"singola","< 500m","3-4","lav. mic.","250","F",1998,"< 300km","triennale",1
3,26,3,1,"doppia","500m - 1.5km","2","soggiorno","450","F",1998,"< 300km","triennale",0
3,27,1,1,"singola","< 500m","2","soggiorno","250","F",1998,"< 300km","triennale",1
3,27,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","F",1998,"< 300km","triennale",0
3,27,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","F",1998,"< 300km","triennale",0
4,28,1,1,"singola","> 1.5km","2","lav. mic.","350","F",2001,"> 300km","triennale",1
4,28,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","F",2001,"> 300km","triennale",0
4,28,3,1,"singola","> 1.5km","5-6","lav. mic.","450","F",2001,"> 300km","triennale",0
4,29,1,1,"singola","< 500m","2","balconcino","350","F",2001,"> 300km","triennale",0
4,29,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","F",2001,"> 300km","triennale",0
4,29,3,1,"singola","> 1.5km","5-6","soggiorno","250","F",2001,"> 300km","triennale",1
4,30,1,1,"doppia","< 500m","5-6","lav. mic.","350","F",2001,"> 300km","triennale",1
4,30,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","F",2001,"> 300km","triennale",0
4,30,3,1,"doppia","< 500m","5-6","balconcino","450","F",2001,"> 300km","triennale",0
4,31,1,1,"singola","500m - 1.5km","3-4","balconcino","350","F",2001,"> 300km","triennale",0
4,31,2,1,"singola","500m - 1.5km","2","lav. mic.","250","F",2001,"> 300km","triennale",1
4,31,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","F",2001,"> 300km","triennale",0
4,32,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","F",2001,"> 300km","triennale",0
4,32,2,1,"singola","> 1.5km","3-4","soggiorno","350","F",2001,"> 300km","triennale",0
4,32,3,1,"singola","< 500m","2","soggiorno","250","F",2001,"> 300km","triennale",1
4,33,1,1,"singola","> 1.5km","5-6","lav. mic.","450","F",2001,"> 300km","triennale",0
4,33,2,1,"doppia","> 1.5km","5-6","soggiorno","250","F",2001,"> 300km","triennale",0
4,33,3,1,"singola","500m - 1.5km","5-6","balconcino","250","F",2001,"> 300km","triennale",1
4,34,1,1,"singola","> 1.5km","5-6","soggiorno","250","F",2001,"> 300km","triennale",1
4,34,2,1,"singola","> 1.5km","2","balconcino","450","F",2001,"> 300km","triennale",0
4,34,3,1,"doppia","> 1.5km","3-4","balconcino","250","F",2001,"> 300km","triennale",0
4,35,1,1,"doppia","> 1.5km","2","balconcino","450","F",2001,"> 300km","triennale",0
4,35,2,1,"singola","< 500m","3-4","lav. mic.","250","F",2001,"> 300km","triennale",1
4,35,3,1,"doppia","500m - 1.5km","2","soggiorno","450","F",2001,"> 300km","triennale",0
4,36,1,1,"singola","< 500m","2","soggiorno","250","F",2001,"> 300km","triennale",1
4,36,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","F",2001,"> 300km","triennale",0
4,36,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","F",2001,"> 300km","triennale",0
5,37,1,1,"singola","> 1.5km","2","lav. mic.","350","F",1998,"pendolare","triennale",1
5,37,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","F",1998,"pendolare","triennale",0
5,37,3,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1998,"pendolare","triennale",0
5,38,1,1,"singola","< 500m","2","balconcino","350","F",1998,"pendolare","triennale",0
5,38,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","F",1998,"pendolare","triennale",1
5,38,3,1,"singola","> 1.5km","5-6","soggiorno","250","F",1998,"pendolare","triennale",0
5,39,1,1,"doppia","< 500m","5-6","lav. mic.","350","F",1998,"pendolare","triennale",1
5,39,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","F",1998,"pendolare","triennale",0
5,39,3,1,"doppia","< 500m","5-6","balconcino","450","F",1998,"pendolare","triennale",0
5,40,1,1,"singola","500m - 1.5km","3-4","balconcino","350","F",1998,"pendolare","triennale",0
5,40,2,1,"singola","500m - 1.5km","2","lav. mic.","250","F",1998,"pendolare","triennale",1
5,40,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","F",1998,"pendolare","triennale",0
5,41,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","F",1998,"pendolare","triennale",1
5,41,2,1,"singola","> 1.5km","3-4","soggiorno","350","F",1998,"pendolare","triennale",0
5,41,3,1,"singola","< 500m","2","soggiorno","250","F",1998,"pendolare","triennale",0
5,42,1,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1998,"pendolare","triennale",0
5,42,2,1,"doppia","> 1.5km","5-6","soggiorno","250","F",1998,"pendolare","triennale",0
5,42,3,1,"singola","500m - 1.5km","5-6","balconcino","250","F",1998,"pendolare","triennale",1
5,43,1,1,"singola","> 1.5km","5-6","soggiorno","250","F",1998,"pendolare","triennale",1
5,43,2,1,"singola","> 1.5km","2","balconcino","450","F",1998,"pendolare","triennale",0
5,43,3,1,"doppia","> 1.5km","3-4","balconcino","250","F",1998,"pendolare","triennale",0
5,44,1,1,"doppia","> 1.5km","2","balconcino","450","F",1998,"pendolare","triennale",0
5,44,2,1,"singola","< 500m","3-4","lav. mic.","250","F",1998,"pendolare","triennale",1
5,44,3,1,"doppia","500m - 1.5km","2","soggiorno","450","F",1998,"pendolare","triennale",0
5,45,1,1,"singola","< 500m","2","soggiorno","250","F",1998,"pendolare","triennale",1
5,45,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","F",1998,"pendolare","triennale",0
5,45,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","F",1998,"pendolare","triennale",0
6,46,1,1,"singola","> 1.5km","2","lav. mic.","350","F",1999,"pendolare","triennale",1
6,46,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","F",1999,"pendolare","triennale",0
6,46,3,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1999,"pendolare","triennale",0
6,47,1,1,"singola","< 500m","2","balconcino","350","F",1999,"pendolare","triennale",0
6,47,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","F",1999,"pendolare","triennale",1
6,47,3,1,"singola","> 1.5km","5-6","soggiorno","250","F",1999,"pendolare","triennale",0
6,48,1,1,"doppia","< 500m","5-6","lav. mic.","350","F",1999,"pendolare","triennale",1
6,48,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","F",1999,"pendolare","triennale",0
6,48,3,1,"doppia","< 500m","5-6","balconcino","450","F",1999,"pendolare","triennale",0
6,49,1,1,"singola","500m - 1.5km","3-4","balconcino","350","F",1999,"pendolare","triennale",0
6,49,2,1,"singola","500m - 1.5km","2","lav. mic.","250","F",1999,"pendolare","triennale",0
6,49,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","F",1999,"pendolare","triennale",1
6,50,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","F",1999,"pendolare","triennale",0
6,50,2,1,"singola","> 1.5km","3-4","soggiorno","350","F",1999,"pendolare","triennale",1
6,50,3,1,"singola","< 500m","2","soggiorno","250","F",1999,"pendolare","triennale",0
6,51,1,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1999,"pendolare","triennale",0
6,51,2,1,"doppia","> 1.5km","5-6","soggiorno","250","F",1999,"pendolare","triennale",0
6,51,3,1,"singola","500m - 1.5km","5-6","balconcino","250","F",1999,"pendolare","triennale",1
6,52,1,1,"singola","> 1.5km","5-6","soggiorno","250","F",1999,"pendolare","triennale",1
6,52,2,1,"singola","> 1.5km","2","balconcino","450","F",1999,"pendolare","triennale",0
6,52,3,1,"doppia","> 1.5km","3-4","balconcino","250","F",1999,"pendolare","triennale",0
6,53,1,1,"doppia","> 1.5km","2","balconcino","450","F",1999,"pendolare","triennale",0
6,53,2,1,"singola","< 500m","3-4","lav. mic.","250","F",1999,"pendolare","triennale",1
6,53,3,1,"doppia","500m - 1.5km","2","soggiorno","450","F",1999,"pendolare","triennale",0
6,54,1,1,"singola","< 500m","2","soggiorno","250","F",1999,"pendolare","triennale",1
6,54,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","F",1999,"pendolare","triennale",0
6,54,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","F",1999,"pendolare","triennale",0
7,55,1,1,"singola","> 1.5km","2","lav. mic.","350","F",2001,"> 300km","triennale",0
7,55,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","F",2001,"> 300km","triennale",1
7,55,3,1,"singola","> 1.5km","5-6","lav. mic.","450","F",2001,"> 300km","triennale",0
7,56,1,1,"singola","< 500m","2","balconcino","350","F",2001,"> 300km","triennale",1
7,56,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","F",2001,"> 300km","triennale",0
7,56,3,1,"singola","> 1.5km","5-6","soggiorno","250","F",2001,"> 300km","triennale",0
7,57,1,1,"doppia","< 500m","5-6","lav. mic.","350","F",2001,"> 300km","triennale",0
7,57,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","F",2001,"> 300km","triennale",1
7,57,3,1,"doppia","< 500m","5-6","balconcino","450","F",2001,"> 300km","triennale",0
7,58,1,1,"singola","500m - 1.5km","3-4","balconcino","350","F",2001,"> 300km","triennale",1
7,58,2,1,"singola","500m - 1.5km","2","lav. mic.","250","F",2001,"> 300km","triennale",0
7,58,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","F",2001,"> 300km","triennale",0
7,59,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","F",2001,"> 300km","triennale",0
7,59,2,1,"singola","> 1.5km","3-4","soggiorno","350","F",2001,"> 300km","triennale",0
7,59,3,1,"singola","< 500m","2","soggiorno","250","F",2001,"> 300km","triennale",1
7,60,1,1,"singola","> 1.5km","5-6","lav. mic.","450","F",2001,"> 300km","triennale",0
7,60,2,1,"doppia","> 1.5km","5-6","soggiorno","250","F",2001,"> 300km","triennale",0
7,60,3,1,"singola","500m - 1.5km","5-6","balconcino","250","F",2001,"> 300km","triennale",1
7,61,1,1,"singola","> 1.5km","5-6","soggiorno","250","F",2001,"> 300km","triennale",1
7,61,2,1,"singola","> 1.5km","2","balconcino","450","F",2001,"> 300km","triennale",0
7,61,3,1,"doppia","> 1.5km","3-4","balconcino","250","F",2001,"> 300km","triennale",0
7,62,1,1,"doppia","> 1.5km","2","balconcino","450","F",2001,"> 300km","triennale",0
7,62,2,1,"singola","< 500m","3-4","lav. mic.","250","F",2001,"> 300km","triennale",1
7,62,3,1,"doppia","500m - 1.5km","2","soggiorno","450","F",2001,"> 300km","triennale",0
7,63,1,1,"singola","< 500m","2","soggiorno","250","F",2001,"> 300km","triennale",1
7,63,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","F",2001,"> 300km","triennale",0
7,63,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","F",2001,"> 300km","triennale",0
8,64,1,1,"singola","> 1.5km","2","lav. mic.","350","M",2001,"< 300km","triennale",0
8,64,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","M",2001,"< 300km","triennale",1
8,64,3,1,"singola","> 1.5km","5-6","lav. mic.","450","M",2001,"< 300km","triennale",0
8,65,1,1,"singola","< 500m","2","balconcino","350","M",2001,"< 300km","triennale",1
8,65,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","M",2001,"< 300km","triennale",0
8,65,3,1,"singola","> 1.5km","5-6","soggiorno","250","M",2001,"< 300km","triennale",0
8,66,1,1,"doppia","< 500m","5-6","lav. mic.","350","M",2001,"< 300km","triennale",1
8,66,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","M",2001,"< 300km","triennale",0
8,66,3,1,"doppia","< 500m","5-6","balconcino","450","M",2001,"< 300km","triennale",0
8,67,1,1,"singola","500m - 1.5km","3-4","balconcino","350","M",2001,"< 300km","triennale",1
8,67,2,1,"singola","500m - 1.5km","2","lav. mic.","250","M",2001,"< 300km","triennale",0
8,67,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","M",2001,"< 300km","triennale",0
8,68,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","M",2001,"< 300km","triennale",0
8,68,2,1,"singola","> 1.5km","3-4","soggiorno","350","M",2001,"< 300km","triennale",0
8,68,3,1,"singola","< 500m","2","soggiorno","250","M",2001,"< 300km","triennale",1
8,69,1,1,"singola","> 1.5km","5-6","lav. mic.","450","M",2001,"< 300km","triennale",0
8,69,2,1,"doppia","> 1.5km","5-6","soggiorno","250","M",2001,"< 300km","triennale",0
8,69,3,1,"singola","500m - 1.5km","5-6","balconcino","250","M",2001,"< 300km","triennale",1
8,70,1,1,"singola","> 1.5km","5-6","soggiorno","250","M",2001,"< 300km","triennale",1
8,70,2,1,"singola","> 1.5km","2","balconcino","450","M",2001,"< 300km","triennale",0
8,70,3,1,"doppia","> 1.5km","3-4","balconcino","250","M",2001,"< 300km","triennale",0
8,71,1,1,"doppia","> 1.5km","2","balconcino","450","M",2001,"< 300km","triennale",0
8,71,2,1,"singola","< 500m","3-4","lav. mic.","250","M",2001,"< 300km","triennale",1
8,71,3,1,"doppia","500m - 1.5km","2","soggiorno","450","M",2001,"< 300km","triennale",0
8,72,1,1,"singola","< 500m","2","soggiorno","250","M",2001,"< 300km","triennale",1
8,72,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","M",2001,"< 300km","triennale",0
8,72,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","M",2001,"< 300km","triennale",0
9,73,1,1,"singola","> 1.5km","2","lav. mic.","350","F",1999,"< 300km","triennale",1
9,73,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","F",1999,"< 300km","triennale",0
9,73,3,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1999,"< 300km","triennale",0
9,74,1,1,"singola","< 500m","2","balconcino","350","F",1999,"< 300km","triennale",1
9,74,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","F",1999,"< 300km","triennale",0
9,74,3,1,"singola","> 1.5km","5-6","soggiorno","250","F",1999,"< 300km","triennale",0
9,75,1,1,"doppia","< 500m","5-6","lav. mic.","350","F",1999,"< 300km","triennale",1
9,75,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","F",1999,"< 300km","triennale",0
9,75,3,1,"doppia","< 500m","5-6","balconcino","450","F",1999,"< 300km","triennale",0
9,76,1,1,"singola","500m - 1.5km","3-4","balconcino","350","F",1999,"< 300km","triennale",0
9,76,2,1,"singola","500m - 1.5km","2","lav. mic.","250","F",1999,"< 300km","triennale",1
9,76,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","F",1999,"< 300km","triennale",0
9,77,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","F",1999,"< 300km","triennale",0
9,77,2,1,"singola","> 1.5km","3-4","soggiorno","350","F",1999,"< 300km","triennale",0
9,77,3,1,"singola","< 500m","2","soggiorno","250","F",1999,"< 300km","triennale",1
9,78,1,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1999,"< 300km","triennale",0
9,78,2,1,"doppia","> 1.5km","5-6","soggiorno","250","F",1999,"< 300km","triennale",1
9,78,3,1,"singola","500m - 1.5km","5-6","balconcino","250","F",1999,"< 300km","triennale",0
9,79,1,1,"singola","> 1.5km","5-6","soggiorno","250","F",1999,"< 300km","triennale",1
9,79,2,1,"singola","> 1.5km","2","balconcino","450","F",1999,"< 300km","triennale",0
9,79,3,1,"doppia","> 1.5km","3-4","balconcino","250","F",1999,"< 300km","triennale",0
9,80,1,1,"doppia","> 1.5km","2","balconcino","450","F",1999,"< 300km","triennale",0
9,80,2,1,"singola","< 500m","3-4","lav. mic.","250","F",1999,"< 300km","triennale",1
9,80,3,1,"doppia","500m - 1.5km","2","soggiorno","450","F",1999,"< 300km","triennale",0
9,81,1,1,"singola","< 500m","2","soggiorno","250","F",1999,"< 300km","triennale",1
9,81,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","F",1999,"< 300km","triennale",0
9,81,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","F",1999,"< 300km","triennale",0
10,82,1,1,"singola","> 1.5km","2","lav. mic.","350","M",1995,"< 300km","magistrale",1
10,82,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","M",1995,"< 300km","magistrale",0
10,82,3,1,"singola","> 1.5km","5-6","lav. mic.","450","M",1995,"< 300km","magistrale",0
10,83,1,1,"singola","< 500m","2","balconcino","350","M",1995,"< 300km","magistrale",1
10,83,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","M",1995,"< 300km","magistrale",0
10,83,3,1,"singola","> 1.5km","5-6","soggiorno","250","M",1995,"< 300km","magistrale",0
10,84,1,1,"doppia","< 500m","5-6","lav. mic.","350","M",1995,"< 300km","magistrale",0
10,84,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","M",1995,"< 300km","magistrale",1
10,84,3,1,"doppia","< 500m","5-6","balconcino","450","M",1995,"< 300km","magistrale",0
10,85,1,1,"singola","500m - 1.5km","3-4","balconcino","350","M",1995,"< 300km","magistrale",0
10,85,2,1,"singola","500m - 1.5km","2","lav. mic.","250","M",1995,"< 300km","magistrale",1
10,85,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","M",1995,"< 300km","magistrale",0
10,86,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","M",1995,"< 300km","magistrale",0
10,86,2,1,"singola","> 1.5km","3-4","soggiorno","350","M",1995,"< 300km","magistrale",0
10,86,3,1,"singola","< 500m","2","soggiorno","250","M",1995,"< 300km","magistrale",1
10,87,1,1,"singola","> 1.5km","5-6","lav. mic.","450","M",1995,"< 300km","magistrale",0
10,87,2,1,"doppia","> 1.5km","5-6","soggiorno","250","M",1995,"< 300km","magistrale",0
10,87,3,1,"singola","500m - 1.5km","5-6","balconcino","250","M",1995,"< 300km","magistrale",1
10,88,1,1,"singola","> 1.5km","5-6","soggiorno","250","M",1995,"< 300km","magistrale",1
10,88,2,1,"singola","> 1.5km","2","balconcino","450","M",1995,"< 300km","magistrale",0
10,88,3,1,"doppia","> 1.5km","3-4","balconcino","250","M",1995,"< 300km","magistrale",0
10,89,1,1,"doppia","> 1.5km","2","balconcino","450","M",1995,"< 300km","magistrale",0
10,89,2,1,"singola","< 500m","3-4","lav. mic.","250","M",1995,"< 300km","magistrale",1
10,89,3,1,"doppia","500m - 1.5km","2","soggiorno","450","M",1995,"< 300km","magistrale",0
10,90,1,1,"singola","< 500m","2","soggiorno","250","M",1995,"< 300km","magistrale",1
10,90,2,1,"singola","500m - 1.5km","5-6","soggiorno","350","M",1995,"< 300km","magistrale",0
10,90,3,1,"doppia","500m - 1.5km","5-6","soggiorno","350","M",1995,"< 300km","magistrale",0
11,91,1,1,"singola","> 1.5km","2","lav. mic.","350","F",1997,"< 300km","magistrale",0
11,91,2,1,"doppia","500m - 1.5km","3-4","balconcino","350","F",1997,"< 300km","magistrale",1
11,91,3,1,"singola","> 1.5km","5-6","lav. mic.","450","F",1997,"< 300km","magistrale",0
11,92,1,1,"singola","< 500m","2","balconcino","350","F",1997,"< 300km","magistrale",1
11,92,2,1,"doppia","500m - 1.5km","3-4","lav. mic.","450","F",1997,"< 300km","magistrale",0
11,92,3,1,"singola","> 1.5km","5-6","soggiorno","250","F",1997,"< 300km","magistrale",0
11,93,1,1,"doppia","< 500m","5-6","lav. mic.","350","F",1997,"< 300km","magistrale",1
11,93,2,1,"doppia","500m - 1.5km","5-6","balconcino","250","F",1997,"< 300km","magistrale",0
11,93,3,1,"doppia","< 500m","5-6","balconcino","450","F",1997,"< 300km","magistrale",0
11,94,1,1,"singola","500m - 1.5km","3-4","balconcino","350","F",1997,"< 300km","magistrale",0
11,94,2,1,"singola","500m - 1.5km","2","lav. mic.","250","F",1997,"< 300km","magistrale",1
11,94,3,1,"singola","500m - 1.5km","3-4","lav. mic.","450","F",1997,"< 300km","magistrale",0
11,95,1,1,"doppia","500m - 1.5km","2","lav. mic.","250","F",1997,"< 300km","magistrale",0
11,95,2,1,"singola","> 1.5km","3-4","soggiorno","350","F",1997,"< 300km","magistrale",0
11,95,3,1,"singola","< 500m","2","soggiorno","250","F",1997,"< 300km","magistrale",1
